"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","reformattedtext"
"462","@willadam Keen eye ������",FALSE,0,"willadam",2017-06-26 08:23:02,FALSE,"878937117954646017","879253657044131842","12824142","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@willadam Keen eye <ed><a0><bd><ed><b8><8e>"
"463","Cheers (Kippis) from Finland! https://t.co/dXHLY8ykGS",FALSE,8,NA,2017-06-26 04:19:45,FALSE,NA,"879192434407653376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA,"Cheers (Kippis) from Finland! https://t.co/dXHLY8ykGS"
"464","@Chris_Carr5 @mcleanmaddy We're glad you think so, Chris :)",FALSE,0,"Chris_Carr5",2017-06-26 04:04:18,FALSE,"878588957038190593","879188546262753280","940390452","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Chris_Carr5 @mcleanmaddy We're glad you think so, Chris :)"
"465","@mcleanmaddy @Chris_Carr5 Enjoy your trip!",FALSE,1,"mcleanmaddy",2017-06-26 04:04:08,FALSE,"878589188089806848","879188503170396161","527912782","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@mcleanmaddy @Chris_Carr5 Enjoy your trip!"
"466","@kraljski Voted World's Best Smelling Beer of 2017 by acclaimed beer smeller, Kraljski. I'll take it.",FALSE,0,"kraljski",2017-06-26 04:02:17,FALSE,"878781422735155202","879188039859224577","2383352901","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@kraljski Voted World's Best Smelling Beer of 2017 by acclaimed beer smeller, Kraljski. I'll take it."
"467","@oshn777 Amen to that!",FALSE,0,"oshn777",2017-06-26 04:00:49,FALSE,"878782347000389632","879187668462161920","713013177458507776","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@oshn777 Amen to that!"
"468","@kevinhuytar Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could… https://t.co/5YqlojtVKt",FALSE,0,"kevinhuytar",2017-06-26 03:47:07,TRUE,"872071629307879425","879184220429590529","345341503","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@kevinhuytar Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could<e2><80><a6> https://t.co/5YqlojtVKt"
"469","@Cathy_Vee Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could w… https://t.co/XdOaLx3QfZ",FALSE,0,"Cathy_Vee",2017-06-26 03:46:53,TRUE,"876890407505997825","879184164410449921","124606722","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Cathy_Vee Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could w<e2><80><a6> https://t.co/XdOaLx3QfZ"
"470","@MagdaGuerrero5 Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you co… https://t.co/1lTY0DlIQs",FALSE,0,"MagdaGuerrero5",2017-06-26 03:46:33,TRUE,"878131947918299136","879184077797990400","1252801458","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@MagdaGuerrero5 Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you co<e2><80><a6> https://t.co/1lTY0DlIQs"
"471","@sun82na Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could win… https://t.co/TZKA354n1i",FALSE,0,"sun82na",2017-06-26 03:46:27,TRUE,"878237868321193984","879184054708338689","2806536031","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@sun82na Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could win<e2><80><a6> https://t.co/TZKA354n1i"
"472","@PeterKrauel Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could… https://t.co/o0BZOIh46R",FALSE,0,"PeterKrauel",2017-06-26 03:46:20,TRUE,"879063407663738880","879184023750230016","380854578","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@PeterKrauel Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could<e2><80><a6> https://t.co/o0BZOIh46R"
"473","@Yany06 Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could win… https://t.co/PqcAGtBVzu",FALSE,0,"Yany06",2017-06-26 03:45:51,TRUE,"879125696613949442","879183904317427713","31481921","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Yany06 Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you could win<e2><80><a6> https://t.co/PqcAGtBVzu"
"474","@Flipthabossdj Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou… https://t.co/2ZPshq8IHf",FALSE,0,"Flipthabossdj",2017-06-26 03:45:13,TRUE,"878368362103017472","879183741746151424","1382507960","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Flipthabossdj Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou<e2><80><a6> https://t.co/2ZPshq8IHf"
"475","@StuartinDubai Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou… https://t.co/g0Ug6VEQm7",FALSE,0,"StuartinDubai",2017-06-26 03:45:07,TRUE,"878553369929031680","879183719717679105","2990090798","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@StuartinDubai Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou<e2><80><a6> https://t.co/g0Ug6VEQm7"
"476","@Cristian_dilo Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou… https://t.co/l7oAhcDbh8",FALSE,0,"Cristian_dilo",2017-06-26 03:44:50,TRUE,"878785733343027201","879183645461757952","2845293232","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Cristian_dilo Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you cou<e2><80><a6> https://t.co/l7oAhcDbh8"
"477","@cto_movidius Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you coul… https://t.co/LOtUHDbTKz",FALSE,0,"cto_movidius",2017-06-26 03:44:37,TRUE,"872041004865650689","879183590445113344","109215470","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@cto_movidius Submit a photo of yourself enjoying Tsingtao Beer with the hash tag #TsingtaoCenturyClub and you coul<e2><80><a6> https://t.co/LOtUHDbTKz"
"478","@HectorKillz better go with Tsingtao",FALSE,1,"HectorKillz",2017-06-26 03:33:48,FALSE,"879096738333605890","879180872251043840","1491414552","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@HectorKillz better go with Tsingtao"
"479","@Iamchaubeyji I'm..... s-s-soooo...... c-cold!",FALSE,0,"Iamchaubeyji",2017-06-25 09:23:02,FALSE,"870427847738904576","878906370564554752","870419573547323392","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Iamchaubeyji I'm..... s-s-soooo...... c-cold!"
"480","A fresh look should be accompanied by a fresh Tsingtao. https://t.co/iI16Ic7BJt",FALSE,6,NA,2017-06-24 03:00:26,FALSE,NA,"878447699003138048",NA,"<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",1,FALSE,FALSE,NA,NA,"A fresh look should be accompanied by a fresh Tsingtao. https://t.co/iI16Ic7BJt"
"481","@chlyo_jg ヾ(๑╹◡╹)ﾉ"" 이벤트에는 참여하셨나요?",FALSE,1,"chlyo_jg",2017-06-23 06:48:07,FALSE,"878126527417769985","878142607364202496","807951627684458496","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@chlyo_jg <e3><83><be>(<e0><b9><91><e2><95><b9><e2><97><a1><e2><95><b9>)<ef><be><89>"" <ec><9d><b4><eb><b2><a4><ed><8a><b8><ec><97><90><eb><8a><94> <ec><b0><b8><ec><97><ac><ed><95><98><ec><85><a8><eb><82><98><ec><9a><94>?"
"482","@guapopilot007 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/uTGE257u9x",FALSE,0,"guapopilot007",2017-06-21 05:56:47,TRUE,"859693143821824000","877404915664015360","384709307","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@guapopilot007 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/uTGE257u9x"
"483","@ChefKeeChan Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/OSMWz1eE54",FALSE,0,"ChefKeeChan",2017-06-21 05:56:31,TRUE,"860697301442056192","877404845459685376","1573469539","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@ChefKeeChan Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/OSMWz1eE54"
"484","@gowiden Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/XrX7GtK8IC",FALSE,0,"gowiden",2017-06-21 05:56:04,TRUE,"871982407997472768","877404735120134145","296338328","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@gowiden Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/XrX7GtK8IC"
"485","@salsa4u2003 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/FcubuEt4dd",FALSE,0,"salsa4u2003",2017-06-21 05:55:47,TRUE,"871997948120281089","877404661161971712","2713997755","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@salsa4u2003 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/FcubuEt4dd"
"486","@ThomasOutt Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/rCbPnAm1Wy",FALSE,0,"ThomasOutt",2017-06-21 05:55:39,TRUE,"875071350603476994","877404627657834496","47031932","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@ThomasOutt Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/rCbPnAm1Wy"
"487","@MikeFashe Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/OVQ5mb4tys",FALSE,0,"MikeFashe",2017-06-21 05:55:20,TRUE,"876586792023097348","877404550474326016","107831002","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@MikeFashe Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/OVQ5mb4tys"
"488","@CarolineJBecker Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/jTPFqJo2Mz",FALSE,0,"CarolineJBecker",2017-06-21 05:47:33,TRUE,"876677224233086976","877402591579127808","36312845","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@CarolineJBecker Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/jTPFqJo2Mz"
"489","@Ale_caston We love you too! Win a free trip to the Tsingtao Beer Festival by sharing a photo or video with the has… https://t.co/YOTWi9h536",FALSE,1,"Ale_cook77",2017-06-21 05:46:40,TRUE,"877179832253206528","877402367192256513","156775886","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA,"@Ale_caston We love you too! Win a free trip to the Tsingtao Beer Festival by sharing a photo or video with the has<e2><80><a6> https://t.co/YOTWi9h536"
"490","China's most premium beer, since 1903. #Tsingtao https://t.co/XeAS0crL0D",FALSE,4,NA,2017-06-21 03:07:34,FALSE,NA,"877362330987892740",NA,"<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",1,FALSE,FALSE,NA,NA,"China's most premium beer, since 1903. #Tsingtao https://t.co/XeAS0crL0D"
"491","WIN a trip to the Tsingtao International Beer Festival! Click here to enter: https://t.co/stvT8rfjMc… https://t.co/2lwtYDJ2Oz",FALSE,48,NA,2017-06-20 07:29:15,TRUE,NA,"877065794336595969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",30,FALSE,FALSE,NA,NA,"WIN a trip to the Tsingtao International Beer Festival! Click here to enter: https://t.co/stvT8rfjMc<e2><80><a6> https://t.co/2lwtYDJ2Oz"
"492","@marychaostyle @PaulyGoogs Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the h… https://t.co/b8gsyWc2tU",FALSE,0,"marychaostyle",2017-06-20 03:54:00,TRUE,"850018770479435777","877011625110142976","189998630","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@marychaostyle @PaulyGoogs Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the h<e2><80><a6> https://t.co/b8gsyWc2tU"
"493","@normalycorrient Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/8y1ym5262X",FALSE,0,"normalycorrient",2017-06-20 03:53:53,TRUE,"850069032954941440","877011596769284096","125440147","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@normalycorrient Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/8y1ym5262X"
"494","@Kamaralive Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/DPjiAvlAFI",FALSE,0,"Kamaralive",2017-06-20 03:53:41,TRUE,"850407422040604673","877011546571816960","334251733","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Kamaralive Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/DPjiAvlAFI"
"495","@silverb93 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/Vt8YiG0aRQ",FALSE,0,"silverb93",2017-06-20 03:53:34,TRUE,"850904495924027392","877011517098516480","38563207","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@silverb93 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/Vt8YiG0aRQ"
"496","@YYOOBBUUNN Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/cfD219SU9w",FALSE,0,"YYOOBBUUNN",2017-06-20 03:53:12,TRUE,"851842740555964416","877011426358861828","144401849","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@YYOOBBUUNN Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/cfD219SU9w"
"497","@PeterGMitchell @HarveyandVerns @gpeggrolls Want to win a free trip to the Tsingtao Beer Festival? Share a photo or… https://t.co/HUypV9Gg2f",FALSE,0,"PeterGMitchell",2017-06-20 03:52:44,TRUE,"852180665852362752","877011308616364032","3248255449","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@PeterGMitchell @HarveyandVerns @gpeggrolls Want to win a free trip to the Tsingtao Beer Festival? Share a photo or<e2><80><a6> https://t.co/HUypV9Gg2f"
"498","@BestBeerHQ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/WUyV64Sx4E",FALSE,0,"BestBeerHQ",2017-06-20 03:52:31,TRUE,"852777645741719552","877011252651872256","2522300864","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@BestBeerHQ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/WUyV64Sx4E"
"499","@tyranneosaurus Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/HC6VarPPcK",FALSE,0,"tyranneosaurus",2017-06-20 03:52:23,TRUE,"853179454130196480","877011219235741696","404518271","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@tyranneosaurus Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/HC6VarPPcK"
"500","@BYOBtoronto Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/0ijrnEhgbt",FALSE,0,"BYOBtoronto",2017-06-20 03:51:51,TRUE,"853835824382832640","877011085022306304","230468146","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@BYOBtoronto Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/0ijrnEhgbt"
"501","@Gixu78 @gsep123 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/u57DvVKj7X",FALSE,0,"Gixu78",2017-06-20 03:51:46,TRUE,"854407246763241477","877011064130383873","39968716","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Gixu78 @gsep123 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/u57DvVKj7X"
"502","@steviedee147 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/zmXOHCvEZJ",FALSE,0,"steviedee147",2017-06-20 03:51:38,TRUE,"855421116600524800","877011032450805761","902125441","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@steviedee147 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/zmXOHCvEZJ"
"503","@aashyd @nancx_ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/ORmdgYzDR5",FALSE,0,"aashyd",2017-06-20 03:51:15,TRUE,"856989655060951040","877010932517306368","838983360","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@aashyd @nancx_ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/ORmdgYzDR5"
"504","@jhevilme Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/QfZx2LQhjz",FALSE,0,"jhevilme",2017-06-20 03:51:08,TRUE,"857085759429509121","877010906177183744","611356727","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@jhevilme Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/QfZx2LQhjz"
"505","@vicsuresh Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/bXgZh1664S",FALSE,0,"vicsuresh",2017-06-20 03:51:02,TRUE,"857368463001649152","877010881497845760","87160490","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@vicsuresh Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/bXgZh1664S"
"506","@MartyLiuJT Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/Ecv2Bq3IS2",FALSE,0,"MartyLiuJT",2017-06-20 03:50:57,TRUE,"857610080346402816","877010858273931264","1446189422","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@MartyLiuJT Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/Ecv2Bq3IS2"
"507","@JeffreyTowson Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/sa0e7F1MPx",FALSE,0,"JeffreyTowson",2017-06-20 03:50:54,TRUE,"857570978704052226","877010845158449153","135647479","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@JeffreyTowson Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/sa0e7F1MPx"
"508","@SLaWTeR_86 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/v0LiKnWZyM",FALSE,0,"SLaWTeR_86",2017-06-20 03:50:46,TRUE,"857752014763286528","877010811096408065","593583451","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@SLaWTeR_86 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/v0LiKnWZyM"
"509","@MrLiquorAu Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/axXCqgiTa4",FALSE,0,"MrLiquorAu",2017-06-20 03:50:34,TRUE,"858187885106913280","877010764543819776","2331349063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@MrLiquorAu Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/axXCqgiTa4"
"510","@love_foodfitnes Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/gBnIaUS4q3",FALSE,0,"love_foodfitnes",2017-06-20 03:50:30,TRUE,"858218135098454017","877010744738328576","23585514","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@love_foodfitnes Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/gBnIaUS4q3"
"511","@AnnaMezana Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/jMtjxTK7To",FALSE,0,"Mezana_v",2017-06-20 03:50:19,TRUE,"858300069467930624","877010701587316736","898039459","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@AnnaMezana Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/jMtjxTK7To"
"512","@d3print Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/rb1rxBno0u",FALSE,0,"d3print",2017-06-20 03:50:11,TRUE,"858782717881851904","877010663914192896","177182926","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@d3print Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/rb1rxBno0u"
"513","@_avenew_ @beerboysadl Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hasht… https://t.co/7EBRQUTTRo",FALSE,0,"_avenew_",2017-06-20 03:50:07,TRUE,"858984452587966464","877010647183114240","2511631765","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@_avenew_ @beerboysadl Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hasht<e2><80><a6> https://t.co/7EBRQUTTRo"
"514","@toans_ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/uaIxiRlwaG",FALSE,0,"toans_",2017-06-20 03:50:00,TRUE,"859255454098128896","877010621828521984","876458834","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@toans_ Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/uaIxiRlwaG"
"515","@EveTempest Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/AAI44Otsw4",FALSE,0,"EveTempest",2017-06-20 03:49:53,TRUE,"859346940437438465","877010588945096705","1443744655","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@EveTempest Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/AAI44Otsw4"
"516","@michaelcervone Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/aCs9lgs2Dp",FALSE,0,NA,2017-06-20 03:49:37,TRUE,NA,"877010522683486209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@michaelcervone Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/aCs9lgs2Dp"
"517","@JULIE_860 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/i27AMX4GiS",FALSE,0,"JULIE_860",2017-06-20 03:49:30,TRUE,"859781370574286848","877010493180792832","3367605613","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@JULIE_860 Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/i27AMX4GiS"
"518","@rose_river Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag… https://t.co/yqZ9hVJdG3",FALSE,0,"rose_river",2017-06-20 03:49:25,TRUE,"860266057151401985","877010471676596224","43587295","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@rose_river Want to win a free trip to the Tsingtao Beer Festival? Share a photo or video with the hashtag<e2><80><a6> https://t.co/yqZ9hVJdG3"
