"","text","favoriteCount","replyToSN","screenName","retweetCount","date.stamp","weekday"
"6653"," Thanks for following us and completing the age verification! Please give us a call at 1-800-253-6666 for assistance!",0,"asaf_rocky","BlueMoonBrewCo",0,2017-06-06 01:30:17,"Tues"
"6654"," Here's to a great summer, Alleson. Cheers!",1,"allesonm","BlueMoonBrewCo",0,2017-06-05 23:02:09,"Mon"
"6655"," We have great news for you then, Alleson. We're selling 6 packs of the Mango Wheat in September!",0,"allesonm","BlueMoonBrewCo",0,2017-06-05 01:04:45,"Mon"
"6656"," That doesn't look right, Ahmad. Give us a follow so we can get to the bottom of this for you.",0,"asaf_rocky","BlueMoonBrewCo",0,2017-06-04 19:22:49,"Sun"
"6657"," Hey Erin! Have you visited us at the brewery before? What are you looking forward to the most?",1,"erinnkinns_","BlueMoonBrewCo",0,2017-06-04 13:20:30,"Sun"
"6658"," Hey Zach, we will be releasing Mango Wheat in 6 packs starting in September. Hold on just a few more months! Cheers",1,"ZKfreeezzz","BlueMoonBrewCo",0,2017-06-04 13:15:01,"Sun"
"6659"," We'd love to continue this conversation, but we need you to follow us first.",0,"ZKfreeezzz","BlueMoonBrewCo",0,2017-06-04 01:16:56,"Sun"
"6660"," You can pick up some in our store, Ben! Check it out ",1,"btrageser","BlueMoonBrewCo",0,2017-06-04 01:14:53,"Sun"
"6661"," We'd love to have a chat, Erin. Give us a follow so we can continue the conversation.",1,"erinnkinns_","BlueMoonBrewCo",1,2017-06-04 01:08:15,"Sun"
"6662"," Thanks! That is an amazing photo! The composition is great.",0,"pawelgrzybek","BlueMoonBrewCo",0,2017-06-04 01:07:02,"Sun"
"6663"," Good news, Allison! Mango Wheat will be available in six-packs this September!",1,"acassarawr","BlueMoonBrewCo",0,2017-06-03 19:33:22,"Sat"
"6664"," Give us a follow and we can get you pointed in the right direction!",0,"LawrencePhilli5","BlueMoonBrewCo",0,2017-06-03 19:29:10,"Sat"
"6665"," We'd love to talk more about this shot, give us a follow!",0,"pawelgrzybek","BlueMoonBrewCo",0,2017-06-03 19:27:52,"Sat"
"6666"," Give us a follow and we can point you in the right direction!",0,"mmnm_p","BlueMoonBrewCo",0,2017-06-03 19:20:01,"Sat"
"6667"," We're glad to hear you're enjoying our Mango Wheat! We love it too. Cheers!",1,"eagleshade11","BlueMoonBrewCo",0,2017-06-03 13:32:16,"Sat"
"6668"," That's great news! They must know how to start your weekend off right! Cheers!",0,"Mally_ChiHawks","BlueMoonBrewCo",0,2017-06-03 13:30:40,"Sat"
"6669","  Mind clicking our ""follow"" button? Twitter will ask you to enter your birthday, then we can get back to the beer. Cheers.",0,"sindustrydj","BlueMoonBrewCo",0,2017-06-03 13:27:05,"Sat"
"6670"," Sounds like the perfect summer afternoon to us, Paul! Cheers!",1,"MemphisPaul901","BlueMoonBrewCo",1,2017-06-03 13:23:02,"Sat"
"6671"," Glad you're a fan! Cheers!",2,"SpeisMan44","BlueMoonBrewCo",1,2017-06-03 13:11:09,"Sat"
"6672"," Is that one of your favorites, Lee? Cheers!",0,"eagleshade11","BlueMoonBrewCo",0,2017-06-03 01:27:49,"Sat"
"6673"," That's great! We'd love to continue this chat but we need you to follow us and enter your date of birth.",0,"tatsianar","BlueMoonBrewCo",0,2017-06-03 01:26:04,"Sat"
"6674"," We'd love to chat!! Follow us and enter you date of birth, so we can continue this conversation.",1,"darinmccani","BlueMoonBrewCo",0,2017-06-03 01:20:34,"Sat"
"6675"," Looks good to us! Cheers!",1,"emmitaic","BlueMoonBrewCo",0,2017-06-03 01:16:51,"Sat"
"6676"," That photo looks serene, Darren. Thank you for sharing with us. Cheers!",1,"darrenJ19","BlueMoonBrewCo",0,2017-06-03 01:15:32,"Sat"
"6677"," Right on! Thanks for those kind words! We're so glad that you're a fan.",1,"MidnightsFury","BlueMoonBrewCo",0,2017-06-03 01:08:23,"Sat"
"6678"," You can never go wrong with pizza and Blue Moon! Cheers",1,"sambanks2","BlueMoonBrewCo",1,2017-06-02 13:02:46,"Fri"
"6679"," Awesome! Head to  for your sponsorship inquiry!",1,"Jacob_Hopkins","BlueMoonBrewCo",0,2017-06-01 13:39:38,"Thurs"
"6680"," Great capture Branden! Cheers!",0,"BStroth33","BlueMoonBrewCo",0,2017-06-01 13:34:59,"Thurs"
"6681"," We're so glad you're a fan, Tamarra! Cheers!",0,"T_monster","BlueMoonBrewCo",0,2017-06-01 13:33:08,"Thurs"
"6682"," That doesn't look right, Mollie! Give us a follow so we can take a look into this for you!",0,"mollie917","BlueMoonBrewCo",0,2017-05-31 13:18:15,"Wed"
"6683"," Looks pretty good! Give us a follow so we can talk more!",0,"F1sT","BlueMoonBrewCo",0,2017-05-31 13:15:24,"Wed"
"6684"," Give us a follow and we'll get you pointed in the right direction, Jacob!",1,"Jacob_Hopkins","BlueMoonBrewCo",0,2017-05-30 13:30:41,"Tues"
"6685"," This is wonderful, Tess! Give us a follow so we can learn more about these nuptials!",0,"tessbarker","BlueMoonBrewCo",0,2017-05-30 13:28:58,"Tues"
"6686"," Thanks for sharing! We're glad to see that you enjoyed it!",1,"GnTrobby1051","BlueMoonBrewCo",0,2017-05-29 20:42:28,"Mon"
"6687"," We're glad to see that you enjoyed it!",1,"unboundtravels","BlueMoonBrewCo",0,2017-05-29 20:41:52,"Mon"
"6688"," We're glad to see that you enjoyed it!",0,"Lanther","BlueMoonBrewCo",0,2017-05-29 20:34:00,"Mon"
"6689"," We are so glad that you are a fan, Jason! Cheers!",1,"lightningowl24","BlueMoonBrewCo",1,2017-05-29 16:06:07,"Mon"
"6690"," You'll need to make a request through our contact form ",1,"Biracialguy","BlueMoonBrewCo",0,2017-05-29 01:27:41,"Mon"
"6691"," What a nice view! Thanks for sharing with us, Branden.",0,"BStroth33","BlueMoonBrewCo",0,2017-05-29 01:23:22,"Mon"
"6692"," We're glad that you're a fan, Connie. To continue the conversation, you need to follow us and enter your date of birth.",1,"ConnieHolstine","BlueMoonBrewCo",0,2017-05-29 01:06:55,"Mon"
"6693"," No worries, Kelly! We're happy that you are a fan!",1,"Khunkel","BlueMoonBrewCo",0,2017-05-29 01:04:01,"Mon"
"6694"," I'm glad you want to chat, but we need you to follow us and enter your date of birth to continue the conversation.",0,"jamese_wright","BlueMoonBrewCo",0,2017-05-29 01:02:30,"Mon"
"6695"," We'd love to help you, but you need to follow us and enter your date of birth first.",0,"NinthCircleFan","BlueMoonBrewCo",0,2017-05-29 01:00:43,"Mon"
"6696"," Hey Erica! Give us a follow and we can discuss this more!",1,"erica_golditch","BlueMoonBrewCo",0,2017-05-28 19:26:43,"Sun"
"6697"," Head to  for your inquiry! Cheers!",0,"JACKBOYBEE","BlueMoonBrewCo",0,2017-05-28 19:22:42,"Sun"
"6698"," Awesome! Glad you're loving the cans. Kelly! Cheers!",0,"Khunkel","BlueMoonBrewCo",0,2017-05-28 19:21:38,"Sun"
"6699","   Give us a follow and we can point you in the right direction!",0,"Chazems808","BlueMoonBrewCo",1,2017-05-28 19:17:35,"Sun"
"6700"," We're so glad to hear you're a fan of our Summer Honey Wheat brew! Cheers!",0,"aliti33028","BlueMoonBrewCo",0,2017-05-28 13:28:45,"Sun"
"6701"," Great pic, Chris we're glad to have you as a new fan! Cheers!",0,"chriswill85","BlueMoonBrewCo",0,2017-05-28 13:22:25,"Sun"
"6702"," Visit our website and fill out the 'Contact Us' form here,  Cheers!",0,"JACKBOYBEE","BlueMoonBrewCo",0,2017-05-28 13:14:18,"Sun"
"6703","Nothing beats Blue Moons with your friends on a long weekend. ",102,NA,"BlueMoonBrewCo",31,2017-05-27 20:00:05,"Sat"
"6704"," Hi Amber, can you click the 'follow' button next to our name here so we can chat. Cheers!",0,"ambertbizzle","BlueMoonBrewCo",0,2017-05-27 13:21:29,"Sat"
"6705"," Glad you're a fan, Sean! Cheers!",0,"sandre217","BlueMoonBrewCo",0,2017-05-27 13:09:26,"Sat"
"6706"," Mind clicking our ""follow"" button? Twitter will ask you to enter your birthday, then we can get back to the beer. Cheers.",1,"Amanda_Aymes","BlueMoonBrewCo",0,2017-05-27 13:08:02,"Sat"
"6707"," That looks delicious to us too! Cheers!",0,"almost3am","BlueMoonBrewCo",0,2017-05-27 13:04:58,"Sat"
"6708"," That is great to hear - cheers!",0,"z3us07","BlueMoonBrewCo",0,2017-05-26 23:06:57,"Fri"
"6709"," Nice choice, Jeff! What did you think?",0,"z3us07","BlueMoonBrewCo",0,2017-05-26 13:27:23,"Fri"
"6710"," You have excellent taste, Candice! The Mango Wheat will be available as a 6 pack from September. Cheers!",2,"CandiceFilizola","BlueMoonBrewCo",0,2017-05-26 13:23:43,"Fri"
"6711"," We’d love to answer your question. Click the “Follow” button and enter your date of birth so we can continue to chat.",0,"ambertbizzle","BlueMoonBrewCo",0,2017-05-26 01:51:32,"Fri"
"6712"," That is one ""Blue-tiful"" picture! Thanks for sharing!",3,"schmooers2","BlueMoonBrewCo",1,2017-05-26 01:36:08,"Fri"
"6713"," We'd love to hear about what you love about our brews! Give us a follow and we'll chat!",0,"chriswill85","BlueMoonBrewCo",0,2017-05-25 19:34:24,"Thurs"
"6714"," Give us a follow and we can give you more info about visiting our Brewery!",2,"Assassin2684","BlueMoonBrewCo",0,2017-05-25 19:28:48,"Thurs"
"6715"," Hi Frankie, mind clicking our ""follow"" button? Twitter will ask you to enter your birthday, then we can get back to the beer!",0,"FrankieA0824","BlueMoonBrewCo",0,2017-05-25 13:28:49,"Thurs"
"6716"," Glad to see you're a fan.  If you want to continue the conversation, you need to follow and enter your date of birth.",0,"vmart1nezjr","BlueMoonBrewCo",0,2017-05-25 01:16:56,"Thurs"
"6717"," Thank you so much for the nice review! Cheers!",1,"FancyLaRue79","BlueMoonBrewCo",0,2017-05-25 01:15:33,"Thurs"
"6718"," It's great to share some brews with friends! Thanks for choosing Blue Moon!",0,"Frizzbear34","BlueMoonBrewCo",0,2017-05-25 01:07:08,"Thurs"
"6719"," We're glad you're a fan. If you want to have a conversation, follow us and enter your date of birth.",0,"King_ShakerBoy","BlueMoonBrewCo",0,2017-05-25 01:05:58,"Thurs"
"6720"," We'd love to have a chat, but we need you to follow us and enter your date of birth.",0,"MGoBlue1982","BlueMoonBrewCo",0,2017-05-25 01:04:21,"Thurs"
"6721"," A beautiful smile Wesley! Glad you are a fan. Thanks for sharing.",0,"WesMcElhinny","BlueMoonBrewCo",0,2017-05-25 01:02:37,"Thurs"
"6722"," Awesome! Welcome, Izzi!",1,"Frizzbear34","BlueMoonBrewCo",0,2017-05-24 19:20:28,"Wed"
"6723"," Glad to know we have a fan in Tennessee. If you follow us and enter your date of birth, we can continue the conversation.",0,"Frizzbear34","BlueMoonBrewCo",0,2017-05-24 17:17:09,"Wed"
"6724"," We can see that you follow us now, Kathleen! Your artwork is incredible. Amazing job!",1,"kzuelch","BlueMoonBrewCo",0,2017-05-24 13:13:06,"Wed"
"6725"," Awesome choice. Hope you enjoyed your brew, Pete!",0,"__Pistol_Pete__","BlueMoonBrewCo",0,2017-05-24 13:10:49,"Wed"
"6726"," Awesome! Cheers ������",0,"MidCityPigeon","BlueMoonBrewCo",0,2017-05-24 13:03:31,"Wed"
"6727"," We're glad you're a fan, but if you want to chat we need you to follow and enter your date of birth.",0,"princessemxoxo","BlueMoonBrewCo",0,2017-05-24 01:29:53,"Wed"
"6728"," We'd love to keep this conversation going, but we need you to follow and enter your age.",0,"psmadrid99","BlueMoonBrewCo",0,2017-05-24 01:27:25,"Wed"
"6729"," I think this means that it meets with your approval. Thanks for sharing!",0,"MidCityPigeon","BlueMoonBrewCo",0,2017-05-24 01:24:48,"Wed"
"6730"," Thanks for reaching out, Gil. We'd love to continue the conversation but we need you to follow and enter your age.",0,"gilavasquez","BlueMoonBrewCo",0,2017-05-24 01:23:26,"Wed"
"6731"," We're glad you're a fan, Kathleen. If you follow us and enter your date of birth, we can continue this conversation.",1,"kzuelch","BlueMoonBrewCo",0,2017-05-24 01:14:10,"Wed"
"6732"," We're working to make these available in your area, Chris. Keep an eye on our beer finder:  Cheers!",1,"IAmChrisBirch","BlueMoonBrewCo",0,2017-05-23 13:05:57,"Tues"
"6733"," Nice choice, Joe! What did you think?",0,"Joeditty","BlueMoonBrewCo",0,2017-05-23 13:00:45,"Tues"
"6734"," We're glad to see that you enjoyed it! Cheers!",1,"DuaneBello","BlueMoonBrewCo",0,2017-05-23 01:05:22,"Tues"
"6735"," Looks like the perfect day to us, Ryan. Thanks for sharing your pic with us. Cheers!",1,"Ryan_Simpson","BlueMoonBrewCo",1,2017-05-21 13:18:22,"Sun"
"6736"," One of our favorite views! Thanks for sharing your pic with us. Cheers!",1,"TheCoachJ19","BlueMoonBrewCo",0,2017-05-21 13:13:10,"Sun"
"6737","Our idea of the perfect triple play?
Summer, baseball, and a Blue Moon. ",84,NA,"BlueMoonBrewCo",25,2017-05-20 19:00:06,"Sat"
"6738"," We couldn't agree more, Sarah! Thanks for being a fan. Cheers!",1,"Ladysareholden","BlueMoonBrewCo",1,2017-05-20 18:11:17,"Sat"
"6739"," Have a good time this year, Chris. You never know, we could be at the next festival that comes around! Cheers!",0,"Chris_Punto94","BlueMoonBrewCo",0,2017-05-20 18:10:23,"Sat"
"6740"," 50 degrees or not, that's the best pair anywhere, Jason! Thanks for sharing your awesome pic! Cheers!",0,"FlanderJason","BlueMoonBrewCo",0,2017-05-20 18:05:18,"Sat"
"6741"," Glad to have you as a fan, Will. Cheers!",0,"willthend","BlueMoonBrewCo",0,2017-05-20 13:04:23,"Sat"
"6742"," That's how we like to get ready, Kat! Thanks for sharing your photo with us.Cheers!",1,"PlaceKat","BlueMoonBrewCo",0,2017-05-20 13:03:31,"Sat"
"6743"," Wow, that is some high praise! Thank you for those kind words. Cheers!",0,"vanduzee","BlueMoonBrewCo",0,2017-05-20 01:13:48,"Sat"
"6744"," What a refreshing choice! Glad to see you enjoying a brew.",1,"drunkybrewster1","BlueMoonBrewCo",0,2017-05-20 01:12:44,"Sat"
"6745"," It's such a good feeling taking a cold one out from the fridge! Cheers!",1,"Sarinaortizc","BlueMoonBrewCo",0,2017-05-20 01:11:27,"Sat"
"6746"," That's looking good Dave! Thank you for sharing. Cheers!",1,"Griffdee24","BlueMoonBrewCo",0,2017-05-20 01:02:30,"Sat"
"6747"," Beautiful photo, Steven! Thanks for sharing. Cheers!",1,"StevenJamesTX","BlueMoonBrewCo",1,2017-05-19 19:17:02,"Fri"
"6748"," Thanks for being a fan, Erica! Cheers!",0,"notericaroberts","BlueMoonBrewCo",0,2017-05-19 19:15:08,"Fri"
"6749"," We're glad you enjoyed! Cheers!",1,"DevIVIac","BlueMoonBrewCo",0,2017-05-19 19:10:18,"Fri"
"6750","  Cheers, Will! Which was your favorite of the two?",0,"willthend","BlueMoonBrewCo",0,2017-05-19 19:09:16,"Fri"
"6751"," Thanks for the love, Angelo! What's your favorite Blue Moon brew?",1,"angelololol_","BlueMoonBrewCo",1,2017-05-19 19:07:55,"Fri"
"6752"," Hope you had a great day, Holly! Cheers!",0,"HoJo1983","BlueMoonBrewCo",0,2017-05-19 13:14:25,"Fri"
"6753"," It's a definitely a tough call as both are pretty awesome! Thanks for being a fan, Tyler ������",0,"tylerthuringer","BlueMoonBrewCo",0,2017-05-19 13:06:25,"Fri"
"6754"," Nice! Hope you enjoyed your brew, Robert. Cheers!",0,"AlmostRobert","BlueMoonBrewCo",0,2017-05-19 13:04:33,"Fri"
"6755"," Excellent choice, Erica! What did you think?",1,"notericaroberts","BlueMoonBrewCo",0,2017-05-19 13:03:59,"Fri"
"6756"," Looks like you really enjoyed it - that's great to see! Cheers!",1,"tylerthuringer","BlueMoonBrewCo",0,2017-05-19 01:33:05,"Fri"
"6757"," Ok, that's pretty awesome claw-some! Thanks for sharing!",0,"smazanjr","BlueMoonBrewCo",0,2017-05-19 01:24:49,"Fri"
"6758"," We're glad to hear that you are enjoying Summer Honey Wheat! Cheers!",1,"SeanASkinner","BlueMoonBrewCo",0,2017-05-19 01:20:03,"Fri"
"6759"," Thanks for being such a fan! Cheers!",2,"Toyosi__","BlueMoonBrewCo",4,2017-05-18 19:28:55,"Thurs"
"6760","  Sure, how can we help you today?",0,"Albs095","BlueMoonBrewCo",0,2017-05-18 19:27:26,"Thurs"
"6761"," That looks like a perfect day to us, Chris. We'll be there waiting. Cheers!",2,"Karma_killa21","BlueMoonBrewCo",0,2017-05-18 19:18:45,"Thurs"
"6762"," We're glad to hear you're enjoying the ad. What's your favorite Blue Moon Brew?",1,"SeanASkinner","BlueMoonBrewCo",0,2017-05-18 19:16:06,"Thurs"
"6763"," That's a wonderful accomplishment! Cheers",1,"xxmissworldxx","BlueMoonBrewCo",1,2017-05-18 19:12:58,"Thurs"
"6764"," Glad to hear you're loving our Summer Honey Wheat, Ike. We have some great new brews coming your way in August, keep a look out!",0,"IkeRich","BlueMoonBrewCo",0,2017-05-18 19:12:05,"Thurs"
"6765"," Our apologies Ly, we're not brewing Peach Ale this season. Have you tried this season's new delicious Mango Wheat brew yet?",1,"honeychip_","BlueMoonBrewCo",0,2017-05-18 19:06:38,"Thurs"
"6766"," Awesome choice, Jeremy. Cheers!",1,"JGinsu","BlueMoonBrewCo",0,2017-05-18 13:17:49,"Thurs"
"6767"," That looks delicious, Brad. Thanks for sharing your photo. Cheers!",0,"bhess66","BlueMoonBrewCo",0,2017-05-18 13:16:13,"Thurs"
"6768"," Thanks for sharing that refreshing photo with us, Diesel. Cheers!",1,"DieselTheWolf","BlueMoonBrewCo",0,2017-05-18 13:15:02,"Thurs"
"6769"," Thanks for sharing your great photo with us, Paul. Cheers!",0,"Paul84taz","BlueMoonBrewCo",0,2017-05-18 13:13:51,"Thurs"
"6770"," Beautiful photo, Stephen! Thanks so much for sharing it with us. Cheers!",0,"stephenschimpf","BlueMoonBrewCo",0,2017-05-18 13:12:49,"Thurs"
"6771"," Hi Seana, thanks for reaching out! The bottles aren't going anywhere, anytime! We appreciate your feedback. Cheers!",0,"Sbaker0034","BlueMoonBrewCo",0,2017-05-18 13:09:45,"Thurs"
"6772"," Beautiful photo, John. Thanks for sharing with us!",0,"jpsyms","BlueMoonBrewCo",0,2017-05-18 13:04:21,"Thurs"
"6773"," That's a beautiful photo! Thanks for sharing with us all. Cheers!",1,"EOTBeerholder","BlueMoonBrewCo",0,2017-05-17 13:28:19,"Wed"
"6774"," We're glad to hear you enjoyed our Summer Honey Wheat Brew. Cheers!",1,"GreytBeyond","BlueMoonBrewCo",0,2017-05-17 13:25:06,"Wed"
"6775"," 3am is rough! That refreshing glass of Blue Moon makes it almost all better now. Cheers!",0,"Mosher21Mosher","BlueMoonBrewCo",0,2017-05-17 13:22:03,"Wed"
"6776"," Sorry! Our Belgian-Style White is unfiltered and, at times, natural sediment forms inside. Give us a call at 1-800-253-6666",0,"juang_alarza","BlueMoonBrewCo",0,2017-05-17 13:09:03,"Wed"
"6777"," We want Blue Moon to be your every day favorite beer! Why wait for a blue moon or one of the sabbats. Cheers!",0,"hayl9000","BlueMoonBrewCo",0,2017-05-17 13:05:20,"Wed"
"6778"," Looks amazing! Thanks for sharing with us. Cheers!",0,"badbeastbbq","BlueMoonBrewCo",0,2017-05-17 01:13:41,"Wed"
"6779"," Thanks for sharing that beautiful photo. Cheers!",0,"Tmoore2003","BlueMoonBrewCo",0,2017-05-17 01:06:41,"Wed"
"6780"," Thank you for those kind words, Chelsea! Glad you had a good time.",1,"Chels_Rey","BlueMoonBrewCo",1,2017-05-17 01:05:30,"Wed"
"6781"," That's a great suggestion! We'll pass this along to the team. They'll have until Jan 31, 2018 to work on it! Cheers!",1,"hayl9000","BlueMoonBrewCo",0,2017-05-16 19:30:58,"Tues"
"6782"," Excellent choice! Our original Belgian White is always a classic! Great to have you as a fan, Fray. Cheers!",2,"LaFraydo","BlueMoonBrewCo",1,2017-05-16 19:10:13,"Tues"
"6783"," That's what we keep saying, Simon! Thanks for spreading the good word. Cheers!",0,"SimonLeong","BlueMoonBrewCo",0,2017-05-16 19:05:20,"Tues"
"6784"," We love hearing that! What's your favorite brew?",2,"LaFraydo","BlueMoonBrewCo",1,2017-05-16 13:31:13,"Tues"
"6785"," That looks cold and refreshing! Congrats to your friend on his upcoming wedding. Cheers!",1,"DevonSchreiner","BlueMoonBrewCo",0,2017-05-16 13:29:32,"Tues"
"6786"," Hi Sof! Please direct your inquiry to  Cheers!",0,"sof_not_soph","BlueMoonBrewCo",0,2017-05-16 13:27:37,"Tues"
"6787"," Well deserved! Cheers Dan!",1,"macfadd77","BlueMoonBrewCo",0,2017-05-16 13:25:20,"Tues"
"6788"," We're so glad you think so! Thanks for sharing the love!",1,"JohnAguilar2003","BlueMoonBrewCo",0,2017-05-16 01:35:07,"Tues"
"6789"," Wow - that IS a tall one! Looks great!",1,"littlestmuffin_","BlueMoonBrewCo",0,2017-05-16 01:30:16,"Tues"
"6790"," Congrats on the good interview! Cheers!",1,"probablysatann","BlueMoonBrewCo",0,2017-05-16 01:25:47,"Tues"
"6791"," Thanks for sharing the love - cheers!",0,"Naviethdruid","BlueMoonBrewCo",0,2017-05-16 01:13:09,"Tues"
"6792"," Glad to hear it! Cheers!",0,"DomantayRecords","BlueMoonBrewCo",0,2017-05-15 19:07:06,"Mon"
"6793"," That's how it's done! Cheers!",1,"gbarbie105","BlueMoonBrewCo",0,2017-05-15 19:06:38,"Mon"
"6794"," Thanks for sharing! We're glad to see that you enjoyed it!",0,"cazzasmythe1","BlueMoonBrewCo",0,2017-05-15 19:01:31,"Mon"
"6795"," Let's piece that broken heart back together. We have a Pacific Apricot Wheat coming in August! ������",0,"BrandonMathews1","BlueMoonBrewCo",0,2017-05-15 13:31:37,"Mon"
"6796"," Cheers, Samantha! ������",0,"samtastic","BlueMoonBrewCo",0,2017-05-15 13:24:38,"Mon"
"6797"," Hope you enjoyed your brew, Laramie! Cheers ������",0,NA,"BlueMoonBrewCo",0,2017-05-15 13:21:31,"Mon"
"6798"," Awesome choice, John! What did you think?",0,"sewey","BlueMoonBrewCo",0,2017-05-15 13:20:15,"Mon"
"6799"," Great picture, Elaine! Hope you enjoyed every last drop ������",0,"LEILEIROCKS","BlueMoonBrewCo",0,2017-05-15 13:19:38,"Mon"
"6800"," Nice choice, Sam! Cheers ������",1,"lupercus01","BlueMoonBrewCo",0,2017-05-15 13:16:31,"Mon"
"6801"," Looks beautiful, John! Did it taste as good as it looked?",0,"DomantayRecords","BlueMoonBrewCo",0,2017-05-15 13:16:13,"Mon"
"6802"," Looks delicious, Chris. Cheers!",0,"ipadown81","BlueMoonBrewCo",0,2017-05-15 13:14:40,"Mon"
"6803"," Great choice, Brandon! Cheers ������",1,"BrandonHRojas","BlueMoonBrewCo",0,2017-05-15 13:13:48,"Mon"
"6804"," Yum, just look at that frosty brew! Cheers, Rodrigo ������",0,"rodrigodanelon","BlueMoonBrewCo",0,2017-05-15 13:13:27,"Mon"
"6805"," Hope you enjoyed it, Susan! Which is your favorite Blue Moon brew?",0,"gbarbie105","BlueMoonBrewCo",0,2017-05-15 13:10:53,"Mon"
"6806"," Hi Brandon, there are no plans to bring it back this year. If you're after something fruity, why not try our Mango beer?",0,"BrandonMathews1","BlueMoonBrewCo",0,2017-05-15 13:10:08,"Mon"
"6807"," Yum, Rob. How are you liking it?  Let us know. Cheers!",0,"robkerpan","BlueMoonBrewCo",0,2017-05-15 01:29:08,"Mon"
"6808"," Fair trade!  :)  Cheers!",1,"GGlemza","BlueMoonBrewCo",0,2017-05-15 01:24:04,"Mon"
"6809"," Priorities!! Glad you spent the day with your mom.  There's always time for a Blue Moon. Cheers to ""soon!""",1,"garrettmlemons","BlueMoonBrewCo",0,2017-05-15 01:22:26,"Mon"
"6810"," Looks like the perfect day for a Honey Wheat! Cheers, Stacy.",0,"stacy_rv","BlueMoonBrewCo",0,2017-05-15 01:20:16,"Mon"
"6811"," Awesome, Finn. Glad you're enjoying our Cocoa Brown Ale.",0,"thedude414","BlueMoonBrewCo",0,2017-05-15 01:08:42,"Mon"
"6812"," Super glad to hear that, Robyn! Cheers!",1,"robIuver","BlueMoonBrewCo",0,2017-05-15 01:00:56,"Mon"
"6813"," Sounds like you have great taste, Garrett. Did you ever get that Blue Moon?",2,"garrettmlemons","BlueMoonBrewCo",0,2017-05-15 00:58:36,"Mon"
"6814"," We love it! That's some next level ""me time"" for sure! Cheers!",1,"oniongrl","BlueMoonBrewCo",0,2017-05-14 19:22:36,"Sun"
"6815"," Delicious and oh so right! Thanks for sharing your pic, Jess. Cheers!",1,"kahahuna","BlueMoonBrewCo",0,2017-05-14 13:28:33,"Sun"
"6816"," That's a beautiful spring day for sure! Thanks for sharing your photo with us, Brian!",0,"hstisgod","BlueMoonBrewCo",0,2017-05-14 13:25:49,"Sun"
"6817"," Nothing like a Blue Moon with a slice on a Saturday night. Right Kristen! Cheers!",0,"kTesone88","BlueMoonBrewCo",0,2017-05-14 13:23:00,"Sun"
"6818"," Beautiful photo, Brad! Thanks for sharing. Cheers",1,"MouthDork","BlueMoonBrewCo",0,2017-05-14 13:06:34,"Sun"
"6819","When Spring’s nightlife calls your name, answer it with a Blue Moon. ",72,NA,"BlueMoonBrewCo",21,2017-05-13 22:00:03,"Sat"
"6820"," Thanks for being a fan! Cheers!",0,"baileyyyyy1","BlueMoonBrewCo",0,2017-05-13 19:23:48,"Sat"
"6821"," Just okay? You've got to try our new Summer Honey Wheat, we know you'll love it! Cheers!",0,"hubbabub","BlueMoonBrewCo",0,2017-05-13 19:18:15,"Sat"
"6822"," That does indeed look delightful, Alan! Thanks for sharing your photo. Cheers!",1,"Its_Costanza","BlueMoonBrewCo",0,2017-05-13 13:14:47,"Sat"
"6823"," A tasty looking start to your Mother's Day Weekend, Andrea! Cheers!",1,"thiskcmama","BlueMoonBrewCo",0,2017-05-13 13:12:05,"Sat"
"6824"," We're glad that you are enjoying it! It will be here all summer long - Cheers!",0,"ZhemJZ","BlueMoonBrewCo",0,2017-05-13 01:33:11,"Sat"
"6825"," Great picture- thanks for sharing! Cheers!",0,"perfesserbb","BlueMoonBrewCo",0,2017-05-13 01:32:16,"Sat"
"6826"," Glad to see that you're enjoying a sweet reward to end your week - cheers!",0,"Jonnyhead6","BlueMoonBrewCo",0,2017-05-13 01:31:49,"Sat"
"6827"," We're glad to hear that you enjoyed it - cheers!",1,"BumWineBob","BlueMoonBrewCo",0,2017-05-13 01:05:24,"Sat"
"6828"," Our apologies. We’d love to help you. Please give us a ring at 1-800-253-6666 to chat further.",0,"MrMakaveli_23","BlueMoonBrewCo",0,2017-05-12 13:18:53,"Fri"
"6829"," Lookin' good, Travis! Now that's the way to celebrate a good time. Cheers!",1,"xman1102","BlueMoonBrewCo",0,2017-05-12 13:12:17,"Fri"
"6830"," We're glad to hear you enjoyed it, Candace! Cheers!",1,"reallythough23","BlueMoonBrewCo",0,2017-05-12 13:10:08,"Fri"
"6831"," Now that looks like a perfect match to us, David. Cheers!",1,"SaltyDawg323","BlueMoonBrewCo",0,2017-05-12 13:03:16,"Fri"
"6832"," We're glad to see that you enjoyed it!",1,"diogo_carniel","BlueMoonBrewCo",0,2017-05-12 01:17:38,"Fri"
"6833"," Unfortunately, the cans will not be released overseas. Stay tuned for updates. Cheers!",0,"Derek_Murphy","BlueMoonBrewCo",0,2017-05-11 19:26:12,"Thurs"
"6834"," We totally agree with you there ������ Cheers!",0,"OSI_PI","BlueMoonBrewCo",0,2017-05-11 13:24:39,"Thurs"
"6835"," So glad you love it! Have a great day ������",1,"marcin_wlezlak","BlueMoonBrewCo",0,2017-05-11 13:19:54,"Thurs"
"6836"," Another great choice, Matt. Cheers ������",0,"MattLicklider","BlueMoonBrewCo",0,2017-05-11 13:19:08,"Thurs"
